Title
An investigation of cross-project learning in online just-in-time software defect prediction
ARDiff: scaling program equivalence checking via iterative abstraction and refinement of common code
CoRA: decomposing and describing tangled code changes for reviewer
Boosting neural commit message generation with code semantic analysis
